"Gene","ClinVar_VariationID","ClinVar_Accession","Query_Phenotype","Matched_Condition","Clinical_Significance","Search_Term","Source"
"TREX1","2933710","VCV002933710","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL | Chilblain lupus 1 | CHBL1","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2933834","VCV002933834","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2933956","VCV002933956","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL | Chilblain lupus 1 | CHBL1","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2934262","VCV002934262","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCL | CRV | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2934335","VCV002934335","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCL | CRV | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2935120","VCV002935120","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCL | CRV | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2935364","VCV002935364","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCL | CRV | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2935652","VCV002935652","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCL | CRV | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2936628","VCV002936628","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2936693","VCV002936693","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2936701","VCV002936701","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2936844","VCV002936844","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Pathogenic","""migraine""","ClinVar_XML"
"TREX1","2936950","VCV002936950","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2936991","VCV002936991","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Pathogenic","""migraine""","ClinVar_XML"
"TREX1","2937195","VCV002937195","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | AGS1 | AGS | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RVCL | RVCLS | CRV | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2937433","VCV002937433","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2937632","VCV002937632","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2937711","VCV002937711","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CEREBRORETINAL VASCULOPATHY, HEREDITARY | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2937830","VCV002937830","migraine","Inborn genetic diseases | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | AGS1 | AGS | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RVCL | RVCLS | CRV | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2938449","VCV002938449","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2938556","VCV002938556","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2939141","VCV002939141","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Systemic lupus erythematosus | SLE | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL | Chilblain lupus 1 | CHBL1","Pathogenic","""migraine""","ClinVar_XML"
"TREX1","2939438","VCV002939438","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL | Chilblain lupus 1 | CHBL1","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2939887","VCV002939887","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | AGS1 | AGS | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RVCL | RVCLS | CRV | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2940128","VCV002940128","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL | Chilblain lupus 1 | CHBL1","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2940534","VCV002940534","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2940673","VCV002940673","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2940861","VCV002940861","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2940925","VCV002940925","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2940934","VCV002940934","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2941490","VCV002941490","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | AGS1 | AGS | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RVCL | RVCLS | CRV | Chilblain lupus 1 | CHBL1","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2941770","VCV002941770","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | AGS1 | AGS | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RVCL | RVCLS | CRV | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2942076","VCV002942076","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2942588","VCV002942588","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Chilblain lupus 1 | CHBL1","Pathogenic","""migraine""","ClinVar_XML"
"TREX1","2942595","VCV002942595","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Chilblain lupus 1 | CHBL1","Pathogenic","""migraine""","ClinVar_XML"
"TREX1","2942618","VCV002942618","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Chilblain lupus 1 | CHBL1","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2942809","VCV002942809","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2943287","VCV002943287","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2943361","VCV002943361","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Chilblain lupus 1 | CHBL1","Likely benign","""migraine""","ClinVar_XML"
