"Gene","ClinVar_VariationID","ClinVar_Accession","Query_Phenotype","Matched_Condition","Clinical_Significance","Search_Term","Source"
"PIK3CA","3774505","VCV003774505","cancer","PIK3CA related overgrowth spectrum | PIK3CA-associated segmental overgrowth | PIK3CA related overgrowth syndrome | PIK3CA-Related Segmental Overgrowth | PIK3CA-related overgrowth syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PIK3CA","3774530","VCV003774530","cancer","PIK3CA related overgrowth spectrum | PIK3CA-associated segmental overgrowth | PIK3CA related overgrowth syndrome | PIK3CA-Related Segmental Overgrowth | PIK3CA-related overgrowth syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PIK3CA","4279975","VCV004279975","cancer","PIK3CA related overgrowth spectrum | PIK3CA-associated segmental overgrowth | PIK3CA related overgrowth syndrome | PIK3CA-Related Segmental Overgrowth | PIK3CA-related overgrowth syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PIK3CA","4805750","VCV004805750","cancer","Cowden syndrome | Cowden's disease | Cowden's syndrome | Cowden disease | CD | CS","Likely benign","""cancer""","ClinVar_XML"
"PIK3R1","3774501","VCV003774501","cancer","Vascular malformations | Vascular malformation | Giant cell glioblastoma","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PIRC76","4796084","VCV004796084","cancer","not provided | none provided | Prenatal imaging test results suggest increased nuchal translucency","Likely pathogenic","""cancer""","ClinVar_XML"
"PIWIL3","4796040","VCV004796040","cancer","not provided | none provided | Prenatal imaging test results suggest ventricular septal defect","Uncertain significance","""cancer""","ClinVar_XML"
"PKNOX1","4796384","VCV004796384","cancer","not provided | none provided | Positive second-trimester serum screening","Pathogenic","""cancer""","ClinVar_XML"
"PKP2","4755352","VCV004755352","cancer","See cases | Multiple fetal congenital abnormalities","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"PKP2","4796136","VCV004796136","cancer","not provided | none provided | Prenatal imaging test results suggest short long bone","Pathogenic","""cancer""","ClinVar_XML"
"PLAC1","4683014","VCV004683014","cancer","not provided | none provided","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PLAC4","4796384","VCV004796384","cancer","not provided | none provided | Positive second-trimester serum screening","Pathogenic","""cancer""","ClinVar_XML"
"PLBD1","4755352","VCV004755352","cancer","See cases | Multiple fetal congenital abnormalities","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"PLBD1","4796136","VCV004796136","cancer","not provided | none provided | Prenatal imaging test results suggest short long bone","Pathogenic","""cancer""","ClinVar_XML"
"PLBD1-AS1","4755352","VCV004755352","cancer","See cases | Multiple fetal congenital abnormalities","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"PLBD1-AS1","4796136","VCV004796136","cancer","not provided | none provided | Prenatal imaging test results suggest short long bone","Pathogenic","""cancer""","ClinVar_XML"
"PLBD1-AS2","4755352","VCV004755352","cancer","See cases | Multiple fetal congenital abnormalities","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"PLBD1-AS2","4796136","VCV004796136","cancer","not provided | none provided | Prenatal imaging test results suggest short long bone","Pathogenic","""cancer""","ClinVar_XML"
"PLCZ1","4755352","VCV004755352","cancer","See cases | Multiple fetal congenital abnormalities","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"PLCZ1","4796136","VCV004796136","cancer","not provided | none provided | Prenatal imaging test results suggest short long bone","Pathogenic","""cancer""","ClinVar_XML"
"PLD5","4755339","VCV004755339","cancer","See cases | Coarctation of aorta | prenatal growth restriction | anorectal malformation | left eye abnormality","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"PLEC","3384214","VCV003384214","cancer","CHROMOSOME 8q22.1-qter DUPLICATION AND 8pter-p23.1 DELETION | REC8 SYNDROME | SAN LUIS VALLEY SYNDROME | Recombinant 8 syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PLEKHA5","4755352","VCV004755352","cancer","See cases | Multiple fetal congenital abnormalities","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"PLEKHA5","4796136","VCV004796136","cancer","not provided | none provided | Prenatal imaging test results suggest short long bone","Pathogenic","""cancer""","ClinVar_XML"
"PLEKHG6","4755352","VCV004755352","cancer","See cases | Multiple fetal congenital abnormalities","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"PLEKHG6","4796136","VCV004796136","cancer","not provided | none provided | Prenatal imaging test results suggest short long bone","Pathogenic","""cancer""","ClinVar_XML"
"PLOD3","3669517","VCV003669517","cancer","not provided | none provided","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PLS3","4465703","VCV004465703","cancer","OSTEOPOROSIS AND OSTEOPOROTIC FRACTURES, SUSCEPTIBILITY TO | Bone mineral density quantitative trait locus 18 | Bone mineral density QTL18, osteoporosis | BMND18","evidence_only","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PLXNA3","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"PLXNB3","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"PLXNB3-AS1","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"PMAIP1","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"PMS1","4277551","VCV004277551","cancer","Hereditary non-polyposis colorectal cancer, type 4 | Colorectal cancer, hereditary nonpolyposis, type 4 | Lynch syndrome 4 | LYNCH4","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","3366934","VCV003366934","cancer","Hereditary non-polyposis colorectal cancer, type 4 | Colorectal cancer, hereditary nonpolyposis, type 4 | Lynch syndrome 4 | LYNCH4","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","3379238","VCV003379238","cancer","Colorectal cancer, hereditary nonpolyposis, type 4 | Hereditary non-polyposis colorectal cancer, type 4 | Lynch syndrome 4 | LYNCH4 | none provided | not provided | Mismatch repair cancer syndrome 4 | MMRCS4","Pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","3382250","VCV003382250","cancer","Hereditary non-polyposis colorectal cancer, type 4 | Colorectal cancer, hereditary nonpolyposis, type 4 | Lynch syndrome 4 | LYNCH4","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","3421500","VCV003421500","cancer","Colorectal cancer, hereditary nonpolyposis, type 4 | Hereditary non-polyposis colorectal cancer, type 4 | Lynch syndrome 4 | LYNCH4 | Tumor predisposition | Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","3421536","VCV003421536","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","3632248","VCV003632248","cancer","Hereditary nonpolyposis colorectal neoplasms | Lynch syndrome 4 | Colorectal cancer, hereditary nonpolyposis, type 4 | Hereditary non-polyposis colorectal cancer, type 4 | LYNCH4","Uncertain significance","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","3774396","VCV003774396","cancer","Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Neoplastic Syndromes, Hereditary | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","3780456","VCV003780456","cancer","Lynch syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","3780458","VCV003780458","cancer","BRAIN TUMOR-POLYPOSIS SYNDROME 1 | BTP1 SYNDROME | CHILDHOOD CANCER SYNDROME | MISMATCH REPAIR DEFICIENCY | MMR DEFICIENCY | Mismatch repair cancer syndrome 1 | BTPS1 | MMRCS1 | CMMRDS | mismatch repair cancer syndrome 1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","3893231","VCV003893231","cancer","Colorectal cancer, hereditary nonpolyposis, type 4 | Hereditary non-polyposis colorectal cancer, type 4 | Lynch syndrome 4 | LYNCH4","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","4294205","VCV004294205","cancer","Colorectal cancer, hereditary nonpolyposis, type 4 | Hereditary non-polyposis colorectal cancer, type 4 | Lynch syndrome 4 | LYNCH4","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","4667280","VCV004667280","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","4667655","VCV004667655","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"PMS2","4755508","VCV004755508","cancer","Lynch syndrome 4 | Hereditary non-polyposis colorectal cancer, type 4 | Colorectal cancer, hereditary nonpolyposis, type 4 | LYNCH4","Likely pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"PMS2","4757898","VCV004757898","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"PMS2","4795786","VCV004795786","cancer","Hereditary non-polyposis colorectal cancer, type 4 | Colorectal cancer, hereditary nonpolyposis, type 4 | Lynch syndrome 4 | LYNCH4","Likely pathogenic","""cancer""","ClinVar_XML"
"PMS2","4796564","VCV004796564","cancer","Colorectal cancer, hereditary nonpolyposis, type 4 | Hereditary non-polyposis colorectal cancer, type 4 | Lynch syndrome 4 | LYNCH4","Likely pathogenic","""cancer""","ClinVar_XML"
"PMS2","4812982","VCV004812982","cancer","Colorectal cancer, hereditary nonpolyposis, type 4 | Hereditary non-polyposis colorectal cancer, type 4 | Lynch syndrome 4 | LYNCH4","Pathogenic","""cancer""","ClinVar_XML"
"PMS2","4813035","VCV004813035","cancer","Colorectal cancer, hereditary nonpolyposis, type 4 | Hereditary non-polyposis colorectal cancer, type 4 | Lynch syndrome 4 | LYNCH4","Pathogenic","""cancer""","ClinVar_XML"
"PNCK","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"PNMA3","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"PNMA5","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"PNMA6A","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"PNMA6E","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"PNMA6F","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"POLD1","4082309","VCV004082309","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLD1","4779764","VCV004779764","cancer","Colorectal cancer 10 | Colorectal cancer, susceptibility to, 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | CRCS10","Uncertain significance","""cancer""","ClinVar_XML"
"POLD1","4781665","VCV004781665","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Uncertain significance","""cancer""","ClinVar_XML"
"POLD1","4782155","VCV004782155","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Likely benign","""cancer""","ClinVar_XML"
"POLD1","4799603","VCV004799603","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Likely benign","""cancer""","ClinVar_XML"
"POLD1","4806531","VCV004806531","cancer","Colorectal cancer, susceptibility to, 10 | Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | CRCS10","Uncertain significance","""cancer""","ClinVar_XML"
"POLD1","4807209","VCV004807209","cancer","Colorectal cancer, susceptibility to, 10 | Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | CRCS10","Likely benign","""cancer""","ClinVar_XML"
"POLD1","4808005","VCV004808005","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Uncertain significance","""cancer""","ClinVar_XML"
"POLD1","4808647","VCV004808647","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Likely benign","""cancer""","ClinVar_XML"
"POLD1","4808876","VCV004808876","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Uncertain significance","""cancer""","ClinVar_XML"
"POLD1","4809461","VCV004809461","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Uncertain significance","""cancer""","ClinVar_XML"
"POLD1","4809507","VCV004809507","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Uncertain significance","""cancer""","ClinVar_XML"
"POLD1","4809834","VCV004809834","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Uncertain significance","""cancer""","ClinVar_XML"
"POLD1","4809995","VCV004809995","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Uncertain significance","""cancer""","ClinVar_XML"
"POLD1","4810988","VCV004810988","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Likely benign","""cancer""","ClinVar_XML"
"POLD1","4811460","VCV004811460","cancer","Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | Colorectal cancer, susceptibility to, 10 | CRCS10","Likely benign","""cancer""","ClinVar_XML"
"POLD1","4811869","VCV004811869","cancer","Colorectal cancer, susceptibility to, 10 | Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | CRCS10","Likely benign","""cancer""","ClinVar_XML"
"POLD1","4812188","VCV004812188","cancer","Colorectal cancer, susceptibility to, 10 | Colorectal cancer 10 | COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 19q | CRCS10","Likely benign","""cancer""","ClinVar_XML"
"POLE","3391117","VCV003391117","cancer","COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 12q24 | Colorectal cancer, susceptibility to, 12 | CRCS12","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLE","3781531","VCV003781531","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Uncertain significance","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLE","3935704","VCV003935704","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Uncertain significance","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLE","4056102","VCV004056102","cancer","COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 12q24 | Colorectal cancer, susceptibility to, 12 | CRCS12","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLE","4141077","VCV004141077","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Uncertain significance","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLE","4690224","VCV004690224","cancer","COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 12q24 | Colorectal cancer, susceptibility to, 12 | CRCS12","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLE","4690234","VCV004690234","cancer","COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 12q24 | Colorectal cancer, susceptibility to, 12 | CRCS12","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLE","4690247","VCV004690247","cancer","COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 12q24 | Colorectal cancer, susceptibility to, 12 | CRCS12","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLE","4690249","VCV004690249","cancer","COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 12q24 | Colorectal cancer, susceptibility to, 12 | CRCS12","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLE","4746902","VCV004746902","cancer","COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 12q24 | Colorectal cancer, susceptibility to, 12 | CRCS12 | not provided | none provided","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"POLH","3593646","VCV003593646","cancer","PHOTOSENSITIVITY WITH DEFECTIVE DNA SYNTHESIS | XERODERMA PIGMENTOSUM WITH NORMAL DNA REPAIR RATES | Xeroderma pigmentosum variant type | XPV","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLH","3593647","VCV003593647","cancer","PHOTOSENSITIVITY WITH DEFECTIVE DNA SYNTHESIS | XERODERMA PIGMENTOSUM WITH NORMAL DNA REPAIR RATES | Xeroderma pigmentosum variant type | XPV","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLH","3593649","VCV003593649","cancer","PHOTOSENSITIVITY WITH DEFECTIVE DNA SYNTHESIS | XERODERMA PIGMENTOSUM WITH NORMAL DNA REPAIR RATES | Xeroderma pigmentosum variant type | XPV","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLH","3593650","VCV003593650","cancer","PHOTOSENSITIVITY WITH DEFECTIVE DNA SYNTHESIS | XERODERMA PIGMENTOSUM WITH NORMAL DNA REPAIR RATES | Xeroderma pigmentosum variant type | XPV","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLH","3593654","VCV003593654","cancer","PHOTOSENSITIVITY WITH DEFECTIVE DNA SYNTHESIS | XERODERMA PIGMENTOSUM WITH NORMAL DNA REPAIR RATES | Xeroderma pigmentosum variant type | XPV","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLH","3593655","VCV003593655","cancer","PHOTOSENSITIVITY WITH DEFECTIVE DNA SYNTHESIS | XERODERMA PIGMENTOSUM WITH NORMAL DNA REPAIR RATES | Xeroderma pigmentosum variant type | XPV","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLH","4689144","VCV004689144","cancer","Xeroderma pigmentosum | XP","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLI","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"POLR3G","3391821","VCV003391821","cancer","not provided | none provided | RECLASSIFIED - ADRA2C POLYMORPHISM | RECLASSIFIED - ADRB1 POLYMORPHISM","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POLR3G","3775074","VCV003775074","cancer","Microduplication syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POR","3594764","VCV003594764","cancer","DISORDERED STEROIDOGENESIS DUE TO POR DEFICIENCY | Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency | Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis | POR Deficiency | ABS1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3423094","VCV003423094","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome | Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 8 | PFBMFT8 | Melanoma, cutaneous malignant, susceptibility to, 10 | LONG TELOMERE SYNDROME, POT1-RELATED | Tumor predisposition syndrome 3 | Glioma susceptibility 9 | TPDS3 | CMM10 | GLM9","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3423106","VCV003423106","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3423123","VCV003423123","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3423143","VCV003423143","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3423148","VCV003423148","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3594292","VCV003594292","cancer","Cerebroretinal microangiopathy with calcifications and cysts 3 | CRMCC3 | Melanoma, cutaneous malignant, susceptibility to, 10 | LONG TELOMERE SYNDROME, POT1-RELATED | Tumor predisposition syndrome 3 | Glioma susceptibility 9 | TPDS3 | CMM10 | GLM9 | Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 8 | PFBMFT8","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3638928","VCV003638928","cancer","Glioma susceptibility 9 | LONG TELOMERE SYNDROME, POT1-RELATED | Melanoma, cutaneous malignant, susceptibility to, 10 | Tumor predisposition syndrome 3 | CMM10 | GLM9 | TPDS3","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3646802","VCV003646802","cancer","Glioma susceptibility 9 | LONG TELOMERE SYNDROME, POT1-RELATED | Tumor predisposition syndrome 3 | Melanoma, cutaneous malignant, susceptibility to, 10 | CMM10 | GLM9 | TPDS3","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3657920","VCV003657920","cancer","Tumor predisposition syndrome 3 | Melanoma, cutaneous malignant, susceptibility to, 10 | Glioma susceptibility 9 | LONG TELOMERE SYNDROME, POT1-RELATED | CMM10 | GLM9 | TPDS3","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3659509","VCV003659509","cancer","Glioma susceptibility 9 | LONG TELOMERE SYNDROME, POT1-RELATED | Melanoma, cutaneous malignant, susceptibility to, 10 | Tumor predisposition syndrome 3 | TPDS3 | CMM10 | GLM9","Pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3668731","VCV003668731","cancer","Long telomere syndrome | Melanoma, cutaneous malignant, susceptibility to, 10 | LONG TELOMERE SYNDROME, POT1-RELATED | Tumor predisposition syndrome 3 | Glioma susceptibility 9 | TPDS3 | CMM10 | GLM9 | Long Telomere Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3700001","VCV003700001","cancer","Tumor predisposition syndrome 3 | Glioma susceptibility 9 | LONG TELOMERE SYNDROME, POT1-RELATED | Melanoma, cutaneous malignant, susceptibility to, 10 | TPDS3 | CMM10 | GLM9","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3781980","VCV003781980","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","3936266","VCV003936266","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","4673883","VCV004673883","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"POT1","4724883","VCV004724883","cancer","Melanoma, cutaneous malignant, susceptibility to, 10 | Glioma susceptibility 9 | LONG TELOMERE SYNDROME, POT1-RELATED | Tumor predisposition syndrome 3 | CMM10 | GLM9 | TPDS3","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"POT1","4725632","VCV004725632","cancer","Melanoma, cutaneous malignant, susceptibility to, 10 | Glioma susceptibility 9 | LONG TELOMERE SYNDROME, POT1-RELATED | Tumor predisposition syndrome 3 | CMM10 | GLM9 | TPDS3","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"POT1","4729716","VCV004729716","cancer","Glioma susceptibility 9 | LONG TELOMERE SYNDROME, POT1-RELATED | Tumor predisposition syndrome 3 | Melanoma, cutaneous malignant, susceptibility to, 10 | TPDS3 | CMM10 | GLM9","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"POT1","4731219","VCV004731219","cancer","Glioma susceptibility 9 | Tumor predisposition syndrome 3 | Melanoma, cutaneous malignant, susceptibility to, 10 | LONG TELOMERE SYNDROME, POT1-RELATED | TPDS3 | CMM10 | GLM9","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
