Gene,Frequency,Databases,Coverage_Percentage
PTGIR,1,opentargets,11.11111111111111
CD28,1,opentargets,11.11111111111111
POMC,1,opentargets,11.11111111111111
ENTPD1,1,opentargets,11.11111111111111
MYEOV,1,opentargets,11.11111111111111
LOX,1,opentargets,11.11111111111111
GLRA1,1,opentargets,11.11111111111111
ENKD1,1,opentargets,11.11111111111111
GPAT2,1,opentargets,11.11111111111111
CA8,1,opentargets,11.11111111111111
NRXN2,1,opentargets,11.11111111111111
TSPAN31,1,opentargets,11.11111111111111
PSAP,1,opentargets,11.11111111111111
TRPC4,1,opentargets,11.11111111111111
SMIM38,1,opentargets,11.11111111111111
RPL17,1,opentargets,11.11111111111111
CD4,1,opentargets,11.11111111111111
SATB1,1,opentargets,11.11111111111111
IAPP,1,opentargets,11.11111111111111
SMPD1,1,opentargets,11.11111111111111
TMEM171,1,opentargets,11.11111111111111
CDK13,1,opentargets,11.11111111111111
S100B,1,opentargets,11.11111111111111
PRNP,1,opentargets,11.11111111111111
SYMPK,1,opentargets,11.11111111111111
CERS1,1,opentargets,11.11111111111111
GDF1,1,opentargets,11.11111111111111
CHRNA7,1,opentargets,11.11111111111111
TPP1,1,opentargets,11.11111111111111
NT5E,1,opentargets,11.11111111111111
KCNJ6,1,opentargets,11.11111111111111
PDE5A,1,opentargets,11.11111111111111
MMP2,1,opentargets,11.11111111111111
KCNAB2,1,opentargets,11.11111111111111
P2RX4,1,opentargets,11.11111111111111
SULT4A1,1,opentargets,11.11111111111111
TMEM37,1,opentargets,11.11111111111111
GCG,1,opentargets,11.11111111111111
BET1L,1,opentargets,11.11111111111111
DHX36,1,opentargets,11.11111111111111
ZFAND2A,1,opentargets,11.11111111111111
ACD,1,opentargets,11.11111111111111
PLEKHM1,1,opentargets,11.11111111111111
GHRL,1,opentargets,11.11111111111111
CXCL8,1,opentargets,11.11111111111111
PRH2,1,opentargets,11.11111111111111
IL1B,1,opentargets,11.11111111111111
OXT,1,opentargets,11.11111111111111
DMWD,1,opentargets,11.11111111111111
NPC1,1,opentargets,11.11111111111111
REN,1,opentargets,11.11111111111111
CSE1L,1,opentargets,11.11111111111111
CTNND1,1,opentargets,11.11111111111111
CCDC201,1,opentargets,11.11111111111111
CLP1,1,opentargets,11.11111111111111
UBR3,1,opentargets,11.11111111111111
IL18,1,opentargets,11.11111111111111
GGTLC3,1,opentargets,11.11111111111111
GGTLC5P,1,opentargets,11.11111111111111
GGT1,1,opentargets,11.11111111111111
GGTLC4P,1,opentargets,11.11111111111111
TFF2,1,opentargets,11.11111111111111
LGALS3,1,opentargets,11.11111111111111
GRM5,1,opentargets,11.11111111111111
SERPINE1,1,opentargets,11.11111111111111
IGFBP1,1,opentargets,11.11111111111111
TAC1,1,opentargets,11.11111111111111
YJEFN3,1,opentargets,11.11111111111111
ZNHIT1,1,opentargets,11.11111111111111
TRIM69,1,opentargets,11.11111111111111
TICAM1,1,opentargets,11.11111111111111
GSTP1,1,opentargets,11.11111111111111
NETO1,1,clinvar,11.11111111111111
NFATC1,1,clinvar,11.11111111111111
NICN1,1,clinvar,11.11111111111111
PDE4C,1,opentargets,11.11111111111111
PDE10A,1,opentargets,11.11111111111111
P2RX7,1,opentargets,11.11111111111111
SUN1,1,opentargets,11.11111111111111
KCNA3,1,opentargets,11.11111111111111
MTND3,1,clinvar,11.11111111111111
MTTY,1,clinvar,11.11111111111111
MVP,1,clinvar,11.11111111111111
MVP-DT,1,clinvar,11.11111111111111
MYH3,1,clinvar,11.11111111111111
NAA80,1,clinvar,11.11111111111111
NANOS3,1,clinvar,11.11111111111111
NCKIPSD,1,clinvar,11.11111111111111
ECRG4,1,opentargets,11.11111111111111
PDE4D,1,opentargets,11.11111111111111
PDE4A,1,opentargets,11.11111111111111
MT-TM,1,clinvar,11.11111111111111
MT-TN,1,clinvar,11.11111111111111
MT-TR,1,clinvar,11.11111111111111
MT-TY,1,clinvar,11.11111111111111
MTND1,1,clinvar,11.11111111111111
STARD9,1,opentargets,11.11111111111111
ATP2B2,1,opentargets,11.11111111111111
DST,1,opentargets,11.11111111111111
PIK3CD,1,opentargets,11.11111111111111
PIK3CB,1,opentargets,11.11111111111111
AKT1,1,opentargets,11.11111111111111
RUNX1T1,1,opentargets,11.11111111111111
PIK3CG,1,opentargets,11.11111111111111
NTNG1,1,opentargets,11.11111111111111
MORC2,1,opentargets,11.11111111111111
PDGFD,1,opentargets,11.11111111111111
HCRTR2,1,opentargets,11.11111111111111
PPARG,1,opentargets,11.11111111111111
RP1L1,1,opentargets,11.11111111111111
LINC01587,1,opentargets,11.11111111111111
PLAAT1,1,opentargets,11.11111111111111
ATXN7L1,1,opentargets,11.11111111111111
ADIPOQ,1,opentargets,11.11111111111111
ASPA,1,opentargets,11.11111111111111
DNAJC6,1,opentargets,11.11111111111111
ANKFY1,1,opentargets,11.11111111111111
ADCY1,1,opentargets,11.11111111111111
CHI3L1,1,opentargets,11.11111111111111
FBXO41,1,opentargets,11.11111111111111
HIF1A,1,opentargets,11.11111111111111
GPR146,1,opentargets,11.11111111111111
TRIM2,1,opentargets,11.11111111111111
SLC6A1,1,opentargets,11.11111111111111
CAT,1,opentargets,11.11111111111111
CHP1,1,opentargets,11.11111111111111
CCL18,1,opentargets,11.11111111111111
BIRC2,1,opentargets,11.11111111111111
UCP2,1,opentargets,11.11111111111111
ADGRL3,1,opentargets,11.11111111111111
DCDC1,1,opentargets,11.11111111111111
NAMPT,1,opentargets,11.11111111111111
P2RX3,1,opentargets,11.11111111111111
NOX4,1,opentargets,11.11111111111111
RASGEF1B,1,opentargets,11.11111111111111
ZGLP1,1,opentargets,11.11111111111111
ABCD2,1,opentargets,11.11111111111111
IL4,1,opentargets,11.11111111111111
PLGLB1,1,opentargets,11.11111111111111
DNAL4,1,opentargets,11.11111111111111
PTH1R,1,opentargets,11.11111111111111
MAP1B,1,opentargets,11.11111111111111
IER3IP1,1,opentargets,11.11111111111111
WDR81,1,opentargets,11.11111111111111
SIX5,1,opentargets,11.11111111111111
PLA2G7,1,opentargets,11.11111111111111
PKD1L3,1,opentargets,11.11111111111111
HSPA5,1,opentargets,11.11111111111111
GDF10,1,opentargets,11.11111111111111
SRRM3,1,opentargets,11.11111111111111
MYO5A,1,opentargets,11.11111111111111
PLAT,1,opentargets,11.11111111111111
PRKCA,1,opentargets,11.11111111111111
ZFAND3,1,opentargets,11.11111111111111
LEP,1,opentargets,11.11111111111111
ABCA2,1,opentargets,11.11111111111111
LYST,1,opentargets,11.11111111111111
RFX8,1,opentargets,11.11111111111111
PRKCE,1,opentargets,11.11111111111111
TTC21B,1,opentargets,11.11111111111111
FGFBP3,1,opentargets,11.11111111111111
RBP4,1,opentargets,11.11111111111111
QTMAN,1,opentargets,11.11111111111111
CD200R1,1,opentargets,11.11111111111111
GC,1,opentargets,11.11111111111111
ASIC1,1,opentargets,11.11111111111111
FLRT2,1,opentargets,11.11111111111111
IL1A,1,opentargets,11.11111111111111
UTP11,1,opentargets,11.11111111111111
PRDM6,1,opentargets,11.11111111111111
SST,1,opentargets,11.11111111111111
VWF,1,opentargets,11.11111111111111
SLC25A3,1,opentargets,11.11111111111111
ERICH2,1,opentargets,11.11111111111111
RAPH1,1,opentargets,11.11111111111111
SENP7,1,opentargets,11.11111111111111
P2RX2,1,opentargets,11.11111111111111
P2RY1,1,opentargets,11.11111111111111
P2RX5-TAX1BP3,1,opentargets,11.11111111111111
P2RY2,1,opentargets,11.11111111111111
P2RX6,1,opentargets,11.11111111111111
P2RX5,1,opentargets,11.11111111111111
ADGRG7,1,opentargets,11.11111111111111
GPR63,1,opentargets,11.11111111111111
RBBP8,1,opentargets,11.11111111111111
ADH4,1,opentargets,11.11111111111111
PEAR1,1,opentargets,11.11111111111111
KIF1A,1,opentargets,11.11111111111111
DNER,1,opentargets,11.11111111111111
OGFRL1,1,opentargets,11.11111111111111
NNMT,1,opentargets,11.11111111111111
PLOD1,1,opentargets,11.11111111111111
TIMP1,1,opentargets,11.11111111111111
PARD6A,1,opentargets,11.11111111111111
ENPP2,1,opentargets,11.11111111111111
IGHE,1,opentargets,11.11111111111111
ENSG00000288654,1,opentargets,11.11111111111111
LAG3,1,opentargets,11.11111111111111
AK4,1,opentargets,11.11111111111111
MEIOSIN,1,opentargets,11.11111111111111
MT-TG,1,clinvar,11.11111111111111
MT-TI,1,clinvar,11.11111111111111
ESM1,1,opentargets,11.11111111111111
BBS1,1,opentargets,11.11111111111111
HDGFL1,1,opentargets,11.11111111111111
EMILIN3,1,opentargets,11.11111111111111
KATNA1,1,opentargets,11.11111111111111
CD8A,1,opentargets,11.11111111111111
MIR27A,1,clinvar,11.11111111111111
MIR6795,1,clinvar,11.11111111111111
MON1A,1,clinvar,11.11111111111111
MRI1,1,clinvar,11.11111111111111
MST1,1,clinvar,11.11111111111111
MST1R,1,clinvar,11.11111111111111
MT-TA,1,clinvar,11.11111111111111
MT-TD,1,clinvar,11.11111111111111
CARMIL2,1,opentargets,11.11111111111111
RARRES2,1,opentargets,11.11111111111111
ENO2,1,opentargets,11.11111111111111
PIK3R1,1,opentargets,11.11111111111111
MIR181C,1,clinvar,11.11111111111111
MIR191,1,clinvar,11.11111111111111
MIR23A,1,clinvar,11.11111111111111
MIR24-2,1,clinvar,11.11111111111111
TAS1R1,1,opentargets,11.11111111111111
CDC123,1,opentargets,11.11111111111111
IFNB1,1,opentargets,11.11111111111111
HTR5A,1,opentargets,11.11111111111111
SNCA,1,opentargets,11.11111111111111
NPPB,1,opentargets,11.11111111111111
SERPINA12,1,opentargets,11.11111111111111
TRPV3,1,opentargets,11.11111111111111
OXTR,1,opentargets,11.11111111111111
VEGFA,1,opentargets,11.11111111111111
CYP2W1,1,opentargets,11.11111111111111
TMX3,1,opentargets,11.11111111111111
AHSG,1,opentargets,11.11111111111111
ANGPTL1,1,opentargets,11.11111111111111
DPP4,1,opentargets,11.11111111111111
SMIM48,1,opentargets,11.11111111111111
TNFRSF1B,1,opentargets,11.11111111111111
PINK1,1,opentargets,11.11111111111111
SCAPER,1,opentargets,11.11111111111111
ACOT12,1,opentargets,11.11111111111111
CD14,1,opentargets,11.11111111111111
ASTL,1,opentargets,11.11111111111111
LY75,1,opentargets,11.11111111111111
CCK,1,opentargets,11.11111111111111
AVP,1,opentargets,11.11111111111111
CFAP299,1,opentargets,11.11111111111111
ZBTB48,1,opentargets,11.11111111111111
CCKBR,1,opentargets,11.11111111111111
PRAL,1,opentargets,11.11111111111111
PLAUR,1,opentargets,11.11111111111111
DHX38,1,opentargets,11.11111111111111
HSPA4,1,opentargets,11.11111111111111
PRICKLE2,1,opentargets,11.11111111111111
ASIC3,1,opentargets,11.11111111111111
MAPK14,1,opentargets,11.11111111111111
CIMAP1A,1,opentargets,11.11111111111111
MSC,1,opentargets,11.11111111111111
DHODH,1,opentargets,11.11111111111111
GALNT3,1,opentargets,11.11111111111111
ADM,1,opentargets,11.11111111111111
PSMA6,1,opentargets,11.11111111111111
CTCF,1,opentargets,11.11111111111111
CNOT11,1,opentargets,11.11111111111111
IDO1,1,opentargets,11.11111111111111
DNAJC11,1,opentargets,11.11111111111111
NRBF2,1,opentargets,11.11111111111111
TGFA,1,opentargets,11.11111111111111
CEBPZ,1,opentargets,11.11111111111111
VIPR2,1,opentargets,11.11111111111111
RIPOR1,1,opentargets,11.11111111111111
PTEN,1,opentargets,11.11111111111111
KCNG4,1,opentargets,11.11111111111111
ADH1B,1,opentargets,11.11111111111111
TRH,1,opentargets,11.11111111111111
GPR37L1,1,opentargets,11.11111111111111
CRBN,1,opentargets,11.11111111111111
TANC1,1,opentargets,11.11111111111111
IL2,1,opentargets,11.11111111111111
VIPR1,1,opentargets,11.11111111111111
PDCD1,1,opentargets,11.11111111111111
RPL17-C18orf32,1,opentargets,11.11111111111111
SPATA2,1,opentargets,11.11111111111111
ISG20,1,opentargets,11.11111111111111
IL2RA,1,opentargets,11.11111111111111
TERF2IP,1,opentargets,11.11111111111111
RABGEF1,1,opentargets,11.11111111111111
UTS2R,1,opentargets,11.11111111111111
TP53INP2,1,opentargets,11.11111111111111
CD79A,1,opentargets,11.11111111111111
TG,1,opentargets,11.11111111111111
GPR166P,1,opentargets,11.11111111111111
MRGPRX3,1,opentargets,11.11111111111111
DPP3,1,opentargets,11.11111111111111
CCL2,1,opentargets,11.11111111111111
KANSL1,1,opentargets,11.11111111111111
HSPG2,1,opentargets,11.11111111111111
CSRNP3,1,opentargets,11.11111111111111
SULT1A1,1,opentargets,11.11111111111111
PHF13,1,opentargets,11.11111111111111
CNTN1,1,opentargets,11.11111111111111
TBC1D8,1,opentargets,11.11111111111111
COX19,1,opentargets,11.11111111111111
ROCK2,1,opentargets,11.11111111111111
ISYNA1,1,opentargets,11.11111111111111
CNNM1,1,opentargets,11.11111111111111
FAM98B,1,opentargets,11.11111111111111
PRKG2,1,opentargets,11.11111111111111
FGGY,1,opentargets,11.11111111111111
AQP4,1,opentargets,11.11111111111111
F5,1,opentargets,11.11111111111111
ZNF362,1,opentargets,11.11111111111111
CYP46A1,1,opentargets,11.11111111111111
CD302,1,opentargets,11.11111111111111
RAD51B,1,opentargets,11.11111111111111
CTDSP2,1,opentargets,11.11111111111111
CRH,1,opentargets,11.11111111111111
SON,1,opentargets,11.11111111111111
MAPKAP1,1,opentargets,11.11111111111111
RPTOR,1,opentargets,11.11111111111111
CD274,1,opentargets,11.11111111111111
GH1,1,opentargets,11.11111111111111
CNR2,1,opentargets,11.11111111111111
LCN2,1,opentargets,11.11111111111111
CYBB,1,opentargets,11.11111111111111
KLF6,1,opentargets,11.11111111111111
PSMG1,1,opentargets,11.11111111111111
DUSP2,1,opentargets,11.11111111111111
ABCG8,1,opentargets,11.11111111111111
RTN4,1,opentargets,11.11111111111111
ABCG5,1,opentargets,11.11111111111111
SYT1,1,opentargets,11.11111111111111
FASLG,1,opentargets,11.11111111111111
NMUR1,1,opentargets,11.11111111111111
MRGPRX4,1,opentargets,11.11111111111111
CLDN5,1,opentargets,11.11111111111111
RTL1,1,opentargets,11.11111111111111
MRGPRX2,1,opentargets,11.11111111111111
HPGDS,1,opentargets,11.11111111111111
RGS6,1,opentargets,11.11111111111111
RASA1,1,opentargets,11.11111111111111
FZD4,1,opentargets,11.11111111111111
LPAR3,1,opentargets,11.11111111111111
OXER1,1,opentargets,11.11111111111111
LGR6,1,opentargets,11.11111111111111
MRGPRX1,1,opentargets,11.11111111111111
GPRC6A,1,opentargets,11.11111111111111
GPBAR1,1,opentargets,11.11111111111111
GPR151,1,opentargets,11.11111111111111
LOC126860792,1,clinvar,11.11111111111111
LOC126861856,1,clinvar,11.11111111111111
LOC126862479,1,clinvar,11.11111111111111
LOC126862864,1,clinvar,11.11111111111111
LOC126862865,1,clinvar,11.11111111111111
LOC126862866,1,clinvar,11.11111111111111
LOC129388896,1,clinvar,11.11111111111111
LOC129391066,1,clinvar,11.11111111111111
TYMS,1,opentargets,11.11111111111111
WNK1,1,opentargets,11.11111111111111
GORASP1,1,opentargets,11.11111111111111
GATA4,1,opentargets,11.11111111111111
IL5,1,opentargets,11.11111111111111
XK,1,opentargets,11.11111111111111
LOC126806300,1,clinvar,11.11111111111111
LOC126859827,1,clinvar,11.11111111111111
SETMAR,1,opentargets,11.11111111111111
AQP1,1,opentargets,11.11111111111111
VSNL1,1,opentargets,11.11111111111111
CASK,1,opentargets,11.11111111111111
RASGRP2,1,opentargets,11.11111111111111
PNOC,1,opentargets,11.11111111111111
KCNJ8,1,opentargets,11.11111111111111
PENK,1,opentargets,11.11111111111111
RNF19A,1,opentargets,11.11111111111111
AIMP2,1,opentargets,11.11111111111111
ZKSCAN8P1,1,opentargets,11.11111111111111
AHSA1,1,opentargets,11.11111111111111
CRK,1,opentargets,11.11111111111111
GRAP2,1,opentargets,11.11111111111111
POLDIP2,1,opentargets,11.11111111111111
PTGDS,1,opentargets,11.11111111111111
IL23A,1,opentargets,11.11111111111111
NR4A1,1,opentargets,11.11111111111111
PRKN,1,opentargets,11.11111111111111
PCSK1N,1,opentargets,11.11111111111111
AIF1,1,opentargets,11.11111111111111
HNMT,1,opentargets,11.11111111111111
ABCB1,1,opentargets,11.11111111111111
CXCL9,1,opentargets,11.11111111111111
MAZ,1,clinvar,11.11111111111111
MBNL3,1,clinvar,11.11111111111111
UROD,1,opentargets,11.11111111111111
PCLAF,1,opentargets,11.11111111111111
TNFSF10,1,opentargets,11.11111111111111
PRKCD,1,opentargets,11.11111111111111
IL37,1,opentargets,11.11111111111111
OPN4,1,opentargets,11.11111111111111
LOC130063716,1,clinvar,11.11111111111111
LOC130063717,1,clinvar,11.11111111111111
LOC130063718,1,clinvar,11.11111111111111
LOC130063807,1,clinvar,11.11111111111111
LRRC7-AS1,1,clinvar,11.11111111111111
LSMEM2,1,clinvar,11.11111111111111
MAN2B1,1,clinvar,11.11111111111111
MAST1,1,clinvar,11.11111111111111
LOC129934517,1,clinvar,11.11111111111111
LOC129934518,1,clinvar,11.11111111111111
LOC130003141,1,clinvar,11.11111111111111
LOC130003142,1,clinvar,11.11111111111111
LOC130058790,1,clinvar,11.11111111111111
LOC130058793,1,clinvar,11.11111111111111
LOC130058794,1,clinvar,11.11111111111111
LOC130063715,1,clinvar,11.11111111111111
ATP4A,1,opentargets,11.11111111111111
COX5A,1,opentargets,11.11111111111111
CPOX,1,opentargets,11.11111111111111
COX8A,1,opentargets,11.11111111111111
SELE,1,opentargets,11.11111111111111
ACLY,1,opentargets,11.11111111111111
IFNG,1,opentargets,11.11111111111111
SYN1,1,opentargets,11.11111111111111
PTH2,1,opentargets,11.11111111111111
P2RY14,1,opentargets,11.11111111111111
TF,1,opentargets,11.11111111111111
ATP12A,1,opentargets,11.11111111111111
RBM45,1,opentargets,11.11111111111111
S100A8,1,opentargets,11.11111111111111
PANX1,1,opentargets,11.11111111111111
CP,1,opentargets,11.11111111111111
SLC12A3,1,opentargets,11.11111111111111
TRPV2,1,opentargets,11.11111111111111
SFTA2,1,opentargets,11.11111111111111
IFT122,1,opentargets,11.11111111111111
TESC,1,opentargets,11.11111111111111
TSC1,1,opentargets,11.11111111111111
NPS,1,opentargets,11.11111111111111
CD70,1,opentargets,11.11111111111111
NEAT1,1,opentargets,11.11111111111111
GSR,1,opentargets,11.11111111111111
EGFR,1,opentargets,11.11111111111111
ITGB2,1,opentargets,11.11111111111111
WNT1,1,opentargets,11.11111111111111
ANP32B,1,opentargets,11.11111111111111
TBC1D9,1,opentargets,11.11111111111111
ANKK1,1,opentargets,11.11111111111111
KRT14,1,opentargets,11.11111111111111
ITGB3,1,opentargets,11.11111111111111
ITIH4,1,opentargets,11.11111111111111
SYK,1,opentargets,11.11111111111111
DDAH2,1,opentargets,11.11111111111111
TOP6BL,1,opentargets,11.11111111111111
TIMP2,1,opentargets,11.11111111111111
MYLK,1,opentargets,11.11111111111111
JUN,1,opentargets,11.11111111111111
NRCAM,1,opentargets,11.11111111111111
PFKP,1,opentargets,11.11111111111111
MTR,1,opentargets,11.11111111111111
NES,1,opentargets,11.11111111111111
CAPG,1,opentargets,11.11111111111111
CD46,1,opentargets,11.11111111111111
DPYSL2,1,opentargets,11.11111111111111
CYSLTR1,1,opentargets,11.11111111111111
MAOB,1,opentargets,11.11111111111111
CD40,1,opentargets,11.11111111111111
CD160,1,opentargets,11.11111111111111
B3GAT1,1,opentargets,11.11111111111111
DMBX1,1,opentargets,11.11111111111111
SMG1,1,opentargets,11.11111111111111
MEIS1,1,opentargets,11.11111111111111
PMCH,1,opentargets,11.11111111111111
AGT,1,opentargets,11.11111111111111
CALCR,1,opentargets,11.11111111111111
CASP1,1,opentargets,11.11111111111111
ARC,1,opentargets,11.11111111111111
EREG,1,opentargets,11.11111111111111
TPH1,1,opentargets,11.11111111111111
GNAS,1,opentargets,11.11111111111111
CDK8,1,opentargets,11.11111111111111
MPIG6B,1,opentargets,11.11111111111111
TYRP1,1,opentargets,11.11111111111111
TBPL1,1,opentargets,11.11111111111111
F8,1,opentargets,11.11111111111111
TSPO,1,opentargets,11.11111111111111
GPR42,1,opentargets,11.11111111111111
BRS3,1,opentargets,11.11111111111111
SLC17A8,1,opentargets,11.11111111111111
LIF,1,opentargets,11.11111111111111
COL1A1,1,opentargets,11.11111111111111
PXDN,1,opentargets,11.11111111111111
ITGB1,1,opentargets,11.11111111111111
ITGAD,1,opentargets,11.11111111111111
SCT,1,opentargets,11.11111111111111
HRH3,1,opentargets,11.11111111111111
GAST,1,opentargets,11.11111111111111
TRPM2,1,opentargets,11.11111111111111
TRPM7,1,opentargets,11.11111111111111
DAGLA,1,opentargets,11.11111111111111
H3C14,1,opentargets,11.11111111111111
FGFR1,1,opentargets,11.11111111111111
RLN3,1,opentargets,11.11111111111111
VCAM1,1,opentargets,11.11111111111111
KNG1,1,opentargets,11.11111111111111
PCYT2,1,opentargets,11.11111111111111
MFSD11,1,opentargets,11.11111111111111
LGALS1,1,opentargets,11.11111111111111
DIO2,1,opentargets,11.11111111111111
IGHD2-15,1,opentargets,11.11111111111111
TRPV4,1,opentargets,11.11111111111111
HMGB1,1,opentargets,11.11111111111111
IP6K1,1,clinvar,11.11111111111111
IP6K2,1,clinvar,11.11111111111111
IRAK1BP1,1,clinvar,11.11111111111111
IVD,1,clinvar,11.11111111111111
JUNB,1,clinvar,11.11111111111111
KAT6B,1,clinvar,11.11111111111111
KCNC1,1,clinvar,11.11111111111111
KCNG2,1,clinvar,11.11111111111111
GCOM1,1,opentargets,11.11111111111111
TLR2,1,opentargets,11.11111111111111
TGM2,1,opentargets,11.11111111111111
SRC,1,opentargets,11.11111111111111
CAV2,1,opentargets,11.11111111111111
TSPAN18,1,opentargets,11.11111111111111
INKA1,1,clinvar,11.11111111111111
INO80E,1,clinvar,11.11111111111111
MED12,1,opentargets,11.11111111111111
SCO2,1,opentargets,11.11111111111111
AP4E1,1,opentargets,11.11111111111111
PPID,1,opentargets,11.11111111111111
ATP7A,1,opentargets,11.11111111111111
PF4,1,opentargets,11.11111111111111
NPTX2,1,opentargets,11.11111111111111
PPARD,1,opentargets,11.11111111111111
CXCR6,1,opentargets,11.11111111111111
LPAR2,1,opentargets,11.11111111111111
TACR1,1,opentargets,11.11111111111111
NTF3,1,opentargets,11.11111111111111
CXCL13,1,opentargets,11.11111111111111
LCN1,1,opentargets,11.11111111111111
PRG4,1,opentargets,11.11111111111111
MAFK,1,opentargets,11.11111111111111
PLG,1,opentargets,11.11111111111111
CPT2,1,opentargets,11.11111111111111
GRM2,1,opentargets,11.11111111111111
GGH,1,opentargets,11.11111111111111
NTS,1,opentargets,11.11111111111111
XRCC1,1,opentargets,11.11111111111111
SARDH,1,opentargets,11.11111111111111
MERTK,1,opentargets,11.11111111111111
LOC126805704,1,clinvar,11.11111111111111
LOC126805890,1,clinvar,11.11111111111111
LOC126806299,1,clinvar,11.11111111111111
HDAC4,1,opentargets,11.11111111111111
CXCR5,1,opentargets,11.11111111111111
NEU2,1,opentargets,11.11111111111111
SYN2,1,opentargets,11.11111111111111
SGCB,1,opentargets,11.11111111111111
LINC01789,1,clinvar,11.11111111111111
LINC01879,1,clinvar,11.11111111111111
LINC01885,1,clinvar,11.11111111111111
LINC01886,1,clinvar,11.11111111111111
LOC102724058,1,clinvar,11.11111111111111
LOC108663985,1,clinvar,11.11111111111111
LOC110806262,1,clinvar,11.11111111111111
LOC120961778,1,clinvar,11.11111111111111
KCTD13,1,clinvar,11.11111111111111
KIF22,1,clinvar,11.11111111111111
KLF1,1,clinvar,11.11111111111111
KMT2A,1,clinvar,11.11111111111111
KMT2E,1,clinvar,11.11111111111111
KRT12,1,clinvar,11.11111111111111
LAMB2,1,clinvar,11.11111111111111
LINC00683,1,clinvar,11.11111111111111
ITGA2B,1,opentargets,11.11111111111111
GCA,1,opentargets,11.11111111111111
GCLC,1,opentargets,11.11111111111111
GMCL1,1,opentargets,11.11111111111111
GMCL2,1,opentargets,11.11111111111111
PROS1,1,opentargets,11.11111111111111
NEURL1,1,opentargets,11.11111111111111
NPPA,1,opentargets,11.11111111111111
ERAL1,1,opentargets,11.11111111111111
SETD2,1,opentargets,11.11111111111111
SLCO1A2,1,opentargets,11.11111111111111
CDH5,1,opentargets,11.11111111111111
PTPRC,1,opentargets,11.11111111111111
PRKAA1,1,opentargets,11.11111111111111
PRKAA2,1,opentargets,11.11111111111111
ANG,1,opentargets,11.11111111111111
GPR55,1,opentargets,11.11111111111111
SOCS1,1,opentargets,11.11111111111111
ZNF234,1,opentargets,11.11111111111111
GIT2,1,opentargets,11.11111111111111
SYNE1,1,opentargets,11.11111111111111
IL6R,1,opentargets,11.11111111111111
GSDMD,1,opentargets,11.11111111111111
ERAS,1,opentargets,11.11111111111111
HR,1,opentargets,11.11111111111111
STING1,1,opentargets,11.11111111111111
G6PD,1,opentargets,11.11111111111111
TPO,1,opentargets,11.11111111111111
PRH1,1,opentargets,11.11111111111111
VWA8,1,opentargets,11.11111111111111
PPIG,1,opentargets,11.11111111111111
DDX1,1,opentargets,11.11111111111111
PARP1,1,opentargets,11.11111111111111
GAD2,1,opentargets,11.11111111111111
CYP2C9,1,opentargets,11.11111111111111
SLC9A1,1,opentargets,11.11111111111111
ARHGEF2,1,opentargets,11.11111111111111
TREM1,1,opentargets,11.11111111111111
MTOR,1,opentargets,11.11111111111111
APOH,1,opentargets,11.11111111111111
TNFSF11,1,opentargets,11.11111111111111
MMS22L,1,opentargets,11.11111111111111
STATH,1,opentargets,11.11111111111111
CYP4F3,1,opentargets,11.11111111111111
ASIC2,1,opentargets,11.11111111111111
IGHG3,1,opentargets,11.11111111111111
LINC02598,1,opentargets,11.11111111111111
HFE,1,opentargets,11.11111111111111
VLDLR,1,opentargets,11.11111111111111
H4C3,1,opentargets,11.11111111111111
SH2D5,1,opentargets,11.11111111111111
CISH,1,opentargets,11.11111111111111
UBXN11,1,opentargets,11.11111111111111
AP2M1,1,opentargets,11.11111111111111
NCF4,1,opentargets,11.11111111111111
MKNK1,1,opentargets,11.11111111111111
C3,1,opentargets,11.11111111111111
IL1RAPL2,1,opentargets,11.11111111111111
ATXN2L,1,opentargets,11.11111111111111
TIMD4,1,opentargets,11.11111111111111
PPY,1,opentargets,11.11111111111111
GPX4,1,opentargets,11.11111111111111
BMERB1,1,opentargets,11.11111111111111
PRPF31,1,opentargets,11.11111111111111
IL13,1,opentargets,11.11111111111111
FFAR2,1,opentargets,11.11111111111111
CGAS,1,opentargets,11.11111111111111
EGR1,1,opentargets,11.11111111111111
KCNJ9,1,opentargets,11.11111111111111
CASQ1,1,opentargets,11.11111111111111
SP5,1,opentargets,11.11111111111111
SELL,1,opentargets,11.11111111111111
F11,1,opentargets,11.11111111111111
FAM3C,1,opentargets,11.11111111111111
SHANK1,1,opentargets,11.11111111111111
RGS7BP,1,opentargets,11.11111111111111
UNC13B,1,opentargets,11.11111111111111
ELOVL6,1,opentargets,11.11111111111111
DESI1,1,opentargets,11.11111111111111
MMP7,1,opentargets,11.11111111111111
GSTK1,1,opentargets,11.11111111111111
SLCO6A1,1,opentargets,11.11111111111111
CGA,1,opentargets,11.11111111111111
MC4R,1,opentargets,11.11111111111111
RSPO2,1,opentargets,11.11111111111111
DOT1L,1,opentargets,11.11111111111111
CNRIP1,1,opentargets,11.11111111111111
G6PC2,1,opentargets,11.11111111111111
RAMP2,1,opentargets,11.11111111111111
ERCC5,1,opentargets,11.11111111111111
IFNAR2,1,opentargets,11.11111111111111
HCG11,1,opentargets,11.11111111111111
BRD2,1,opentargets,11.11111111111111
PSMB6,1,opentargets,11.11111111111111
ANXA1,1,opentargets,11.11111111111111
MAPK8,1,opentargets,11.11111111111111
MCC,1,opentargets,11.11111111111111
MS4A1,1,opentargets,11.11111111111111
PDLIM3,1,opentargets,11.11111111111111
