Gene,Phenotype,Analysis_Date
RPL34P3,migraine,2026-04-09 21:32:48
RPL35AP30,migraine,2026-04-09 21:32:48
RPL35AP35,migraine,2026-04-09 21:32:48
RPL35P2,migraine,2026-04-09 21:32:48
RPL36AL,migraine,2026-04-09 21:32:48
RPL36AP20,migraine,2026-04-09 21:32:48
RPL36AP26,migraine,2026-04-09 21:32:48
RPL36P4,migraine,2026-04-09 21:32:48
RPL37P25,migraine,2026-04-09 21:32:48
RPL38P6,migraine,2026-04-09 21:32:48
RPL3P11,migraine,2026-04-09 21:32:48
RPL41,migraine,2026-04-09 21:32:48
RPL5P26,migraine,2026-04-09 21:32:48
RPL6P5,migraine,2026-04-09 21:32:48
RPL7A,migraine,2026-04-09 21:32:48
RPL7AP33,migraine,2026-04-09 21:32:48
RPL7AP44,migraine,2026-04-09 21:32:48
RPL7AP47,migraine,2026-04-09 21:32:48
RPL7AP51,migraine,2026-04-09 21:32:48
RPL7P1,migraine,2026-04-09 21:32:48
RPL7P14,migraine,2026-04-09 21:32:48
RPL7P4,migraine,2026-04-09 21:32:48
RPL9,migraine,2026-04-09 21:32:48
RPL9P15,migraine,2026-04-09 21:32:48
RPLP1P4,migraine,2026-04-09 21:32:48
RPRD2,migraine,2026-04-09 21:32:48
RPS10-NUDT3,migraine,2026-04-09 21:32:48
RPS10P19,migraine,2026-04-09 21:32:48
RPS14P1,migraine,2026-04-09 21:32:48
RPS15AP24,migraine,2026-04-09 21:32:48
RPS15AP30,migraine,2026-04-09 21:32:48
RPS15P7,migraine,2026-04-09 21:32:48
RPS19,migraine,2026-04-09 21:32:48
RPS19P6,migraine,2026-04-09 21:32:48
RPS20,migraine,2026-04-09 21:32:48
RPS20P17,migraine,2026-04-09 21:32:48
RPS20P4,migraine,2026-04-09 21:32:48
RPS26,migraine,2026-04-09 21:32:48
RPS26P3,migraine,2026-04-09 21:32:48
RPS26P33,migraine,2026-04-09 21:32:48
RPS26P38,migraine,2026-04-09 21:32:48
RPS26P39,migraine,2026-04-09 21:32:48
RPS26P8,migraine,2026-04-09 21:32:48
RPS27A,migraine,2026-04-09 21:32:48
RPS27AP2,migraine,2026-04-09 21:32:48
RPS27AP4,migraine,2026-04-09 21:32:48
RPS27P10,migraine,2026-04-09 21:32:48
RPS29P1,migraine,2026-04-09 21:32:48
RPS29P4,migraine,2026-04-09 21:32:48
RPS2P13,migraine,2026-04-09 21:32:48
RPS2P37,migraine,2026-04-09 21:32:48
RPS2P54,migraine,2026-04-09 21:32:48
RPS2P55,migraine,2026-04-09 21:32:48
RPS3AP26,migraine,2026-04-09 21:32:48
RPS3AP36,migraine,2026-04-09 21:32:48
RPS4XP18,migraine,2026-04-09 21:32:48
RPS4Y1P1,migraine,2026-04-09 21:32:48
RPS5P2,migraine,2026-04-09 21:32:48
RPS6KL1,migraine,2026-04-09 21:32:48
RPS6P17,migraine,2026-04-09 21:32:48
RPS7P11,migraine,2026-04-09 21:32:48
RPS7P8,migraine,2026-04-09 21:32:48
RPS8P7,migraine,2026-04-09 21:32:48
RPSAP11,migraine,2026-04-09 21:32:48
RPSAP40,migraine,2026-04-09 21:32:48
RPSAP51,migraine,2026-04-09 21:32:48
RPSAP74,migraine,2026-04-09 21:32:48
RPTOR,migraine,2026-04-09 21:32:48
RRBP1,migraine,2026-04-09 21:32:48
RREB1,migraine,2026-04-09 21:32:48
RRM2B,migraine,2026-04-09 21:32:48
RRP12,migraine,2026-04-09 21:32:48
RRP15,migraine,2026-04-09 21:32:48
RRP8,migraine,2026-04-09 21:32:48
RSPH6A,migraine,2026-04-09 21:32:48
RSPO2,migraine,2026-04-09 21:32:48
RSU1,migraine,2026-04-09 21:32:48
RTBDN,migraine,2026-04-09 21:32:48
RTCB,migraine,2026-04-09 21:32:48
RTL1,migraine,2026-04-09 21:32:48
RTN4,migraine,2026-04-09 21:32:48
RTN4R,migraine,2026-04-09 21:32:48
RTN4RL1,migraine,2026-04-09 21:32:48
RTTN,migraine,2026-04-09 21:32:48
RUBCN,migraine,2026-04-09 21:32:48
RUFY2,migraine,2026-04-09 21:32:48
RUNX1,migraine,2026-04-09 21:32:48
RUNX1T1,migraine,2026-04-09 21:32:48
RVCLS,migraine,2026-04-09 21:32:48
RXRA,migraine,2026-04-09 21:32:48
RYR1,migraine,2026-04-09 21:32:48
Romo1,migraine,2026-04-09 21:32:48
Rpl10,migraine,2026-04-09 21:32:48
Rpl14,migraine,2026-04-09 21:32:48
Rpl17,migraine,2026-04-09 21:32:48
Rpl22l1,migraine,2026-04-09 21:32:48
Rpl35,migraine,2026-04-09 21:32:48
Rps12,migraine,2026-04-09 21:32:48
Rps29,migraine,2026-04-09 21:32:48
Rps8,migraine,2026-04-09 21:32:48
RyR,migraine,2026-04-09 21:32:48
S100A12,migraine,2026-04-09 21:32:48
S100A6,migraine,2026-04-09 21:32:48
S100A8,migraine,2026-04-09 21:32:48
S100B,migraine,2026-04-09 21:32:48
S100P,migraine,2026-04-09 21:32:48
S100a9,migraine,2026-04-09 21:32:48
S1PR1,migraine,2026-04-09 21:32:48
S1PR5,migraine,2026-04-09 21:32:48
SAA1,migraine,2026-04-09 21:32:48
SAA2,migraine,2026-04-09 21:32:48
SAC3D1,migraine,2026-04-09 21:32:48
SAD,migraine,2026-04-09 21:32:48
SALL3,migraine,2026-04-09 21:32:48
SAMD9L,migraine,2026-04-09 21:32:48
SANDO,migraine,2026-04-09 21:32:48
SAP18,migraine,2026-04-09 21:32:48
SARAF,migraine,2026-04-09 21:32:48
SARDH,migraine,2026-04-09 21:32:48
SASH1,migraine,2026-04-09 21:32:48
SATB1,migraine,2026-04-09 21:32:48
SATB1-AS1,migraine,2026-04-09 21:32:48
SAYSD1,migraine,2026-04-09 21:32:48
SBF2,migraine,2026-04-09 21:32:48
SCA18,migraine,2026-04-09 21:32:48
SCA20,migraine,2026-04-09 21:32:48
SCA30,migraine,2026-04-09 21:32:48
SCA32,migraine,2026-04-09 21:32:48
SCA6,migraine,2026-04-09 21:32:48
SCA9,migraine,2026-04-09 21:32:48
SCAE,migraine,2026-04-09 21:32:48
SCAI,migraine,2026-04-09 21:32:48
SCAMP5,migraine,2026-04-09 21:32:48
SCAND3P1,migraine,2026-04-09 21:32:48
SCAPER,migraine,2026-04-09 21:32:48
SCARF2,migraine,2026-04-09 21:32:48
SCDAL,migraine,2026-04-09 21:32:48
SCG5,migraine,2026-04-09 21:32:48
SCN1,migraine,2026-04-09 21:32:48
SCN10A,migraine,2026-04-09 21:32:48
SCN11A,migraine,2026-04-09 21:32:48
SCN1A,migraine,2026-04-09 21:32:48
SCN1A-AS1,migraine,2026-04-09 21:32:48
SCN1A.,migraine,2026-04-09 21:32:48
SCN1B,migraine,2026-04-09 21:32:48
SCN2A,migraine,2026-04-09 21:32:48
SCN3A,migraine,2026-04-09 21:32:48
SCN4A,migraine,2026-04-09 21:32:48
SCN5A,migraine,2026-04-09 21:32:48
SCN7A,migraine,2026-04-09 21:32:48
SCN8A,migraine,2026-04-09 21:32:48
SCN9A,migraine,2026-04-09 21:32:48
SCNN1A,migraine,2026-04-09 21:32:48
SCNN1B,migraine,2026-04-09 21:32:48
SCNN1G,migraine,2026-04-09 21:32:48
SCO2,migraine,2026-04-09 21:32:48
SCT,migraine,2026-04-09 21:32:48
SCTR,migraine,2026-04-09 21:32:48
SCYL1,migraine,2026-04-09 21:32:48
SDC4,migraine,2026-04-09 21:32:48
SDCBPP3,migraine,2026-04-09 21:32:48
SDHA,migraine,2026-04-09 21:32:48
SDHB,migraine,2026-04-09 21:32:48
SDHD,migraine,2026-04-09 21:32:48
SDR9C7,migraine,2026-04-09 21:32:48
SDS,migraine,2026-04-09 21:32:48
SEASONAL,migraine,2026-04-09 21:32:48
SEC63P2,migraine,2026-04-09 21:32:48
SEIZURES,migraine,2026-04-09 21:32:48
SELE,migraine,2026-04-09 21:32:48
SELENBP1,migraine,2026-04-09 21:32:48
SELL,migraine,2026-04-09 21:32:48
SELP,migraine,2026-04-09 21:32:48
SEM1P1,migraine,2026-04-09 21:32:48
SEMA3B,migraine,2026-04-09 21:32:48
SEMA3F,migraine,2026-04-09 21:32:48
SEMA3F-AS1,migraine,2026-04-09 21:32:48
SEMA4A,migraine,2026-04-09 21:32:48
SEMA6C,migraine,2026-04-09 21:32:48
SENP1,migraine,2026-04-09 21:32:48
SENP3,migraine,2026-04-09 21:32:48
SENP3-EIF4A1,migraine,2026-04-09 21:32:48
SENP6,migraine,2026-04-09 21:32:48
SENP7,migraine,2026-04-09 21:32:48
SENSITIVITY,migraine,2026-04-09 21:32:48
SENSORY,migraine,2026-04-09 21:32:48
SEPHS2,migraine,2026-04-09 21:32:48
SEPSECS,migraine,2026-04-09 21:32:48
SEPT2,migraine,2026-04-09 21:32:48
SEROTONIN,migraine,2026-04-09 21:32:48
SERPIN A6,migraine,2026-04-09 21:32:48
SERPINA1,migraine,2026-04-09 21:32:48
SERPINA10,migraine,2026-04-09 21:32:48
SERPINA11,migraine,2026-04-09 21:32:48
SERPINA12,migraine,2026-04-09 21:32:48
SERPINA2,migraine,2026-04-09 21:32:48
SERPINA6,migraine,2026-04-09 21:32:48
SERPINA9,migraine,2026-04-09 21:32:48
SERPINB5,migraine,2026-04-09 21:32:48
SERPINB6,migraine,2026-04-09 21:32:48
SERPINB9P1,migraine,2026-04-09 21:32:48
SERPINC1,migraine,2026-04-09 21:32:48
SERPINE1,migraine,2026-04-09 21:32:48
SERPING1,migraine,2026-04-09 21:32:48
SESN1,migraine,2026-04-09 21:32:48
SESTD1,migraine,2026-04-09 21:32:48
SETD2,migraine,2026-04-09 21:32:48
SETD4,migraine,2026-04-09 21:32:48
SETD9,migraine,2026-04-09 21:32:48
SETMAR,migraine,2026-04-09 21:32:48
SETX,migraine,2026-04-09 21:32:48
SEXUAL,migraine,2026-04-09 21:32:48
SEZ6L2,migraine,2026-04-09 21:32:48
SF3A3,migraine,2026-04-09 21:32:48
SFSWAP,migraine,2026-04-09 21:32:48
SFSWAP-AS1,migraine,2026-04-09 21:32:48
SFTA2,migraine,2026-04-09 21:32:48
SFXN4,migraine,2026-04-09 21:32:48
SGCA,migraine,2026-04-09 21:32:48
SGCB,migraine,2026-04-09 21:32:48
SGCE,migraine,2026-04-09 21:32:48
SGCG,migraine,2026-04-09 21:32:48
SGMS1,migraine,2026-04-09 21:32:48
SGSH,migraine,2026-04-09 21:32:48
SGSM2,migraine,2026-04-09 21:32:48
SGSM2-AS1,migraine,2026-04-09 21:32:48
SGTB,migraine,2026-04-09 21:32:48
SH2B1,migraine,2026-04-09 21:32:48
SH2B2,migraine,2026-04-09 21:32:48
SH2B3,migraine,2026-04-09 21:32:48
SH2D3A,migraine,2026-04-09 21:32:48
SH2D5,migraine,2026-04-09 21:32:48
SH3BGRL3,migraine,2026-04-09 21:32:48
SH3BP1,migraine,2026-04-09 21:32:48
SH3BP2,migraine,2026-04-09 21:32:48
SHANK1,migraine,2026-04-09 21:32:48
SHBG,migraine,2026-04-09 21:32:48
SHC2,migraine,2026-04-09 21:32:48
SHISA5,migraine,2026-04-09 21:32:48
SHMT1P1,migraine,2026-04-09 21:32:48
SHMT2,migraine,2026-04-09 21:32:48
SHQ1,migraine,2026-04-09 21:32:48
SHTN1,migraine,2026-04-09 21:32:48
SIGMAR1,migraine,2026-04-09 21:32:48
SIK1,migraine,2026-04-09 21:32:48
SIL1,migraine,2026-04-09 21:32:48
SIPA1,migraine,2026-04-09 21:32:48
SIRPB1,migraine,2026-04-09 21:32:48
SIRT1,migraine,2026-04-09 21:32:48
SIRT2,migraine,2026-04-09 21:32:48
SIRT3,migraine,2026-04-09 21:32:48
SIRT5,migraine,2026-04-09 21:32:48
SIT1,migraine,2026-04-09 21:32:48
SIX5,migraine,2026-04-09 21:32:48
SIX6,migraine,2026-04-09 21:32:48
SKAP2,migraine,2026-04-09 21:32:48
SKI,migraine,2026-04-09 21:32:48
SKIC2,migraine,2026-04-09 21:32:48
SKIDA1,migraine,2026-04-09 21:32:48
SKOR1,migraine,2026-04-09 21:32:48
SKOR2,migraine,2026-04-09 21:32:48
SLAMF1,migraine,2026-04-09 21:32:48
SLAMF7,migraine,2026-04-09 21:32:48
SLC10A7,migraine,2026-04-09 21:32:48
SLC12A1,migraine,2026-04-09 21:32:48
SLC12A2,migraine,2026-04-09 21:32:48
SLC12A3,migraine,2026-04-09 21:32:48
SLC12A5,migraine,2026-04-09 21:32:48
SLC12A7,migraine,2026-04-09 21:32:48
SLC12A8,migraine,2026-04-09 21:32:48
SLC13A5,migraine,2026-04-09 21:32:48
SLC16A1,migraine,2026-04-09 21:32:48
SLC17A5,migraine,2026-04-09 21:32:48
SLC17A6,migraine,2026-04-09 21:32:48
SLC17A7,migraine,2026-04-09 21:32:48
SLC17A8,migraine,2026-04-09 21:32:48
SLC1A1,migraine,2026-04-09 21:32:48
SLC1A2,migraine,2026-04-09 21:32:48
SLC1A3,migraine,2026-04-09 21:32:48
SLC1A3-AS1,migraine,2026-04-09 21:32:48
SLC20A2,migraine,2026-04-09 21:32:48
SLC22A1,migraine,2026-04-09 21:32:48
SLC22A4,migraine,2026-04-09 21:32:48
SLC24A3,migraine,2026-04-09 21:32:48
SLC24A3-AS1,migraine,2026-04-09 21:32:48
SLC24A4,migraine,2026-04-09 21:32:48
SLC25A10,migraine,2026-04-09 21:32:48
SLC25A12,migraine,2026-04-09 21:32:48
SLC25A20,migraine,2026-04-09 21:32:48
SLC25A21,migraine,2026-04-09 21:32:48
SLC25A21-AS1,migraine,2026-04-09 21:32:48
SLC25A22,migraine,2026-04-09 21:32:48
SLC25A26,migraine,2026-04-09 21:32:48
SLC25A27,migraine,2026-04-09 21:32:48
SLC25A3,migraine,2026-04-09 21:32:48
SLC25A4,migraine,2026-04-09 21:32:48
SLC25A41,migraine,2026-04-09 21:32:48
SLC25A42,migraine,2026-04-09 21:32:48
SLC25A46,migraine,2026-04-09 21:32:48
SLC25A51P1,migraine,2026-04-09 21:32:48
SLC25A5P9,migraine,2026-04-09 21:32:48
SLC26A1,migraine,2026-04-09 21:32:48
SLC26A11,migraine,2026-04-09 21:32:48
SLC26A2,migraine,2026-04-09 21:32:48
SLC26A4,migraine,2026-04-09 21:32:48
SLC26A6,migraine,2026-04-09 21:32:48
SLC27A6,migraine,2026-04-09 21:32:48
SLC28A3,migraine,2026-04-09 21:32:48
SLC2A1,migraine,2026-04-09 21:32:48
SLC2A4RG,migraine,2026-04-09 21:32:48
SLC2A9,migraine,2026-04-09 21:32:48
SLC32A1,migraine,2026-04-09 21:32:48
SLC34A1,migraine,2026-04-09 21:32:48
SLC35A2,migraine,2026-04-09 21:32:48
SLC35D1,migraine,2026-04-09 21:32:48
SLC35D2,migraine,2026-04-09 21:32:48
SLC35D2-HSD17B3,migraine,2026-04-09 21:32:48
SLC35E2B,migraine,2026-04-09 21:32:48
SLC35G6,migraine,2026-04-09 21:32:48
SLC38A10,migraine,2026-04-09 21:32:48
SLC38A3,migraine,2026-04-09 21:32:48
SLC38A4,migraine,2026-04-09 21:32:48
SLC39A13,migraine,2026-04-09 21:32:48
SLC39A13-AS1,migraine,2026-04-09 21:32:48
SLC39A8,migraine,2026-04-09 21:32:48
SLC44A4,migraine,2026-04-09 21:32:48
SLC45A1,migraine,2026-04-09 21:32:48
SLC45A2,migraine,2026-04-09 21:32:48
SLC4A1,migraine,2026-04-09 21:32:48
SLC4A10,migraine,2026-04-09 21:32:48
SLC4A4,migraine,2026-04-09 21:32:48
SLC52A1,migraine,2026-04-09 21:32:48
SLC5A11,migraine,2026-04-09 21:32:48
SLC5A2,migraine,2026-04-09 21:32:48
SLC5A3,migraine,2026-04-09 21:32:48
SLC5A4,migraine,2026-04-09 21:32:48
SLC66A2,migraine,2026-04-09 21:32:48
SLC6A1,migraine,2026-04-09 21:32:48
SLC6A19,migraine,2026-04-09 21:32:48
SLC6A2,migraine,2026-04-09 21:32:48
SLC6A3,migraine,2026-04-09 21:32:48
SLC6A4,migraine,2026-04-09 21:32:48
SLC6A5,migraine,2026-04-09 21:32:48
SLC6A6,migraine,2026-04-09 21:32:48
SLC6A9,migraine,2026-04-09 21:32:48
SLC7A2,migraine,2026-04-09 21:32:48
SLC9A1,migraine,2026-04-09 21:32:48
SLC9A5,migraine,2026-04-09 21:32:48
SLC9B1,migraine,2026-04-09 21:32:48
SLCO1A2,migraine,2026-04-09 21:32:48
SLCO6A1,migraine,2026-04-09 21:32:48
SLEEP,migraine,2026-04-09 21:32:48
SLPI,migraine,2026-04-09 21:32:48
SLURP1,migraine,2026-04-09 21:32:48
SLX1A,migraine,2026-04-09 21:32:48
SLX4IP,migraine,2026-04-09 21:32:48
SMAD2,migraine,2026-04-09 21:32:48
SMAD3,migraine,2026-04-09 21:32:48
SMAD4,migraine,2026-04-09 21:32:48
SMALL,migraine,2026-04-09 21:32:48
SMARCA2,migraine,2026-04-09 21:32:48
SMARCAL1,migraine,2026-04-09 21:32:48
SMARCAL1-AS1,migraine,2026-04-09 21:32:48
SMARCB1,migraine,2026-04-09 21:32:48
SMARCC2,migraine,2026-04-09 21:32:48
SMC1A,migraine,2026-04-09 21:32:48
SMC3,migraine,2026-04-09 21:32:48
SMDT1,migraine,2026-04-09 21:32:48
SMG1,migraine,2026-04-09 21:32:48
SMG5,migraine,2026-04-09 21:32:48
SMG6,migraine,2026-04-09 21:32:48
SMG6-AS1,migraine,2026-04-09 21:32:48
SMIM11,migraine,2026-04-09 21:32:48
SMIM11P2,migraine,2026-04-09 21:32:48
SMIM21,migraine,2026-04-09 21:32:48
SMIM24,migraine,2026-04-09 21:32:48
SMIM29,migraine,2026-04-09 21:32:48
SMIM29-AS1,migraine,2026-04-09 21:32:48
SMIM38,migraine,2026-04-09 21:32:48
SMIM48,migraine,2026-04-09 21:32:48
SMN1,migraine,2026-04-09 21:32:48
SMN2,migraine,2026-04-09 21:32:48
SMPD1,migraine,2026-04-09 21:32:48
SMYD3,migraine,2026-04-09 21:32:48
SMYD3-AS1,migraine,2026-04-09 21:32:48
SNAIL,migraine,2026-04-09 21:32:48
SNAP25,migraine,2026-04-09 21:32:48
SNARE,migraine,2026-04-09 21:32:48
SNCA,migraine,2026-04-09 21:32:48
SNCAIP,migraine,2026-04-09 21:32:48
SNCB,migraine,2026-04-09 21:32:48
SNCG,migraine,2026-04-09 21:32:48
SNF8,migraine,2026-04-09 21:32:48
SNHG17,migraine,2026-04-09 21:32:48
SNHG32,migraine,2026-04-09 21:32:48
SNHG5,migraine,2026-04-09 21:32:48
SNIP1,migraine,2026-04-09 21:32:48
SNOMEDCT,migraine,2026-04-09 21:32:48
SNORA48,migraine,2026-04-09 21:32:48
SNORA55,migraine,2026-04-09 21:32:48
SNORA63,migraine,2026-04-09 21:32:48
SNORA67,migraine,2026-04-09 21:32:48
SNORA70E,migraine,2026-04-09 21:32:48
SNORA77B,migraine,2026-04-09 21:32:48
SNORA87,migraine,2026-04-09 21:32:48
SNORD10,migraine,2026-04-09 21:32:48
SNORD158,migraine,2026-04-09 21:32:48
SNORD24,migraine,2026-04-09 21:32:48
SNORD32B,migraine,2026-04-09 21:32:48
SNORD36A,migraine,2026-04-09 21:32:48
SNORD36B,migraine,2026-04-09 21:32:48
SNORD36C,migraine,2026-04-09 21:32:48
SNORD48,migraine,2026-04-09 21:32:48
SNORD52,migraine,2026-04-09 21:32:48
SNORD91A,migraine,2026-04-09 21:32:48
SNORD91B,migraine,2026-04-09 21:32:48
SNRPEP6,migraine,2026-04-09 21:32:48
SNRPGP19,migraine,2026-04-09 21:32:48
SNRPN,migraine,2026-04-09 21:32:48
SNX15,migraine,2026-04-09 21:32:48
SNX16,migraine,2026-04-09 21:32:48
SNX19,migraine,2026-04-09 21:32:48
SNX2,migraine,2026-04-09 21:32:48
SNX24,migraine,2026-04-09 21:32:48
SOCS1,migraine,2026-04-09 21:32:48
SOCS2,migraine,2026-04-09 21:32:48
SOCS6,migraine,2026-04-09 21:32:48
SOD1,migraine,2026-04-09 21:32:48
SOD2,migraine,2026-04-09 21:32:48
SODIUM,migraine,2026-04-09 21:32:48
SOLUTE,migraine,2026-04-09 21:32:48
SON,migraine,2026-04-09 21:32:48
SORBS1,migraine,2026-04-09 21:32:48
SORD,migraine,2026-04-09 21:32:48
SORT1,migraine,2026-04-09 21:32:48
SOS1,migraine,2026-04-09 21:32:48
SOX11,migraine,2026-04-09 21:32:48
SOX15,migraine,2026-04-09 21:32:48
SOX2,migraine,2026-04-09 21:32:48
SOX5,migraine,2026-04-09 21:32:48
SOX6,migraine,2026-04-09 21:32:48
SOX7,migraine,2026-04-09 21:32:48
SP5,migraine,2026-04-09 21:32:48
SPACA9,migraine,2026-04-09 21:32:48
SPAG1,migraine,2026-04-09 21:32:48
SPAG8,migraine,2026-04-09 21:32:48
SPATA16,migraine,2026-04-09 21:32:48
SPATA17,migraine,2026-04-09 21:32:48
SPATA19,migraine,2026-04-09 21:32:48
SPATA2,migraine,2026-04-09 21:32:48
SPATA20,migraine,2026-04-09 21:32:48
SPATS1,migraine,2026-04-09 21:32:48
SPECC1,migraine,2026-04-09 21:32:48
SPECC1-DT,migraine,2026-04-09 21:32:48
SPEM1,migraine,2026-04-09 21:32:48
SPEM2,migraine,2026-04-09 21:32:48
SPEM3,migraine,2026-04-09 21:32:48
SPG21,migraine,2026-04-09 21:32:48
SPG7,migraine,2026-04-09 21:32:48
SPI1,migraine,2026-04-09 21:32:48
SPINK2,migraine,2026-04-09 21:32:48
SPINOCEREBELLAR,migraine,2026-04-09 21:32:48
SPIRE1,migraine,2026-04-09 21:32:48
SPLENOMEGALY,migraine,2026-04-09 21:32:48
SPMIP9,migraine,2026-04-09 21:32:48
SPN,migraine,2026-04-09 21:32:48
SPOCD1,migraine,2026-04-09 21:32:48
SPOP,migraine,2026-04-09 21:32:48
SPP2,migraine,2026-04-09 21:32:48
SPPL2C,migraine,2026-04-09 21:32:48
SPRN,migraine,2026-04-09 21:32:48
SPRY4,migraine,2026-04-09 21:32:48
SPSB2,migraine,2026-04-09 21:32:48
SPTAN1,migraine,2026-04-09 21:32:48
SPTBN2,migraine,2026-04-09 21:32:48
SPTBN5,migraine,2026-04-09 21:32:48
SQOR,migraine,2026-04-09 21:32:48
SQORD,migraine,2026-04-09 21:32:48
SQSTM1,migraine,2026-04-09 21:32:48
SRC,migraine,2026-04-09 21:32:48
SRD5A3,migraine,2026-04-09 21:32:48
SREBF2,migraine,2026-04-09 21:32:48
SRGNP1,migraine,2026-04-09 21:32:48
SRI,migraine,2026-04-09 21:32:48
SRP14,migraine,2026-04-09 21:32:48
SRPX2,migraine,2026-04-09 21:32:48
SRR,migraine,2026-04-09 21:32:48
SRRM3,migraine,2026-04-09 21:32:48
SRSF5,migraine,2026-04-09 21:32:48
SS18,migraine,2026-04-09 21:32:48
SSBP2,migraine,2026-04-09 21:32:48
SSBP3,migraine,2026-04-09 21:32:48
SSBP3-AS1,migraine,2026-04-09 21:32:48
SSR1,migraine,2026-04-09 21:32:48
SST,migraine,2026-04-09 21:32:48
SSTR1,migraine,2026-04-09 21:32:48
SSTR2,migraine,2026-04-09 21:32:48
SSTR3,migraine,2026-04-09 21:32:48
SSTR4,migraine,2026-04-09 21:32:48
SSTR5,migraine,2026-04-09 21:32:48
ST13P13,migraine,2026-04-09 21:32:48
ST18,migraine,2026-04-09 21:32:48
ST20,migraine,2026-04-09 21:32:48
ST3GAL3,migraine,2026-04-09 21:32:48
ST3GAL3-AS1,migraine,2026-04-09 21:32:48
ST6GAL2,migraine,2026-04-09 21:32:48
ST7,migraine,2026-04-09 21:32:48
ST7-AS2,migraine,2026-04-09 21:32:48
ST7-OT3,migraine,2026-04-09 21:32:48
ST8SIA3,migraine,2026-04-09 21:32:48
ST8SIA4,migraine,2026-04-09 21:32:48
STAB1,migraine,2026-04-09 21:32:48
STAC3,migraine,2026-04-09 21:32:48
STAG3L4,migraine,2026-04-09 21:32:48
STAG3L5P,migraine,2026-04-09 21:32:48
STAMBP,migraine,2026-04-09 21:32:48
STARD7,migraine,2026-04-09 21:32:48
STARD9,migraine,2026-04-09 21:32:48
STAT1,migraine,2026-04-09 21:32:48
STAT3,migraine,2026-04-09 21:32:48
STAT4,migraine,2026-04-09 21:32:48
STAT6,migraine,2026-04-09 21:32:48
STATH,migraine,2026-04-09 21:32:48
STC2,migraine,2026-04-09 21:32:48
STEROID,migraine,2026-04-09 21:32:48
STH,migraine,2026-04-09 21:32:48
STIM1,migraine,2026-04-09 21:32:48
STIM2,migraine,2026-04-09 21:32:48
STING1,migraine,2026-04-09 21:32:48
STK10,migraine,2026-04-09 21:32:48
STK19,migraine,2026-04-09 21:32:48
STK19B,migraine,2026-04-09 21:32:48
STK26,migraine,2026-04-09 21:32:48
STMN1,migraine,2026-04-09 21:32:48
STORMORKEN,migraine,2026-04-09 21:32:48
STRADA,migraine,2026-04-09 21:32:48
STRMK,migraine,2026-04-09 21:32:48
STS,migraine,2026-04-09 21:32:48
STUB1,migraine,2026-04-09 21:32:48
STUM,migraine,2026-04-09 21:32:48
STX10,migraine,2026-04-09 21:32:48
STX1A,migraine,2026-04-09 21:32:48
STX2,migraine,2026-04-09 21:32:48
STX7,migraine,2026-04-09 21:32:48
STXBP1,migraine,2026-04-09 21:32:48
STXBP5,migraine,2026-04-09 21:32:48
STXBP6,migraine,2026-04-09 21:32:48
SUB1P3,migraine,2026-04-09 21:32:48
SUBCORTICAL,migraine,2026-04-09 21:32:48
SUBFAMILY,migraine,2026-04-09 21:32:48
SUBUNIT,migraine,2026-04-09 21:32:48
SUCLA2,migraine,2026-04-09 21:32:48
SUCLG1,migraine,2026-04-09 21:32:48
SUCLG2P4,migraine,2026-04-09 21:32:48
SUFU,migraine,2026-04-09 21:32:48
SUGCT,migraine,2026-04-09 21:32:48
SUGCT-AS1,migraine,2026-04-09 21:32:48
SUGP1,migraine,2026-04-09 21:32:48
SULFIDE,migraine,2026-04-09 21:32:48
SULT1A1,migraine,2026-04-09 21:32:48
SULT1A2,migraine,2026-04-09 21:32:48
SULT2B1,migraine,2026-04-09 21:32:48
SULT4A1,migraine,2026-04-09 21:32:48
SUMO1,migraine,2026-04-09 21:32:48
SUMO2P1,migraine,2026-04-09 21:32:48
SUN1,migraine,2026-04-09 21:32:48
SUOX,migraine,2026-04-09 21:32:48
SUPT3H,migraine,2026-04-09 21:32:48
SURF1,migraine,2026-04-09 21:32:48
SURF2,migraine,2026-04-09 21:32:48
SURF4,migraine,2026-04-09 21:32:48
SURF6,migraine,2026-04-09 21:32:48
SUSCEPTIBILITY,migraine,2026-04-09 21:32:48
SUV39H2,migraine,2026-04-09 21:32:48
SUV39H2-DT,migraine,2026-04-09 21:32:48
SUZ12P1,migraine,2026-04-09 21:32:48
SV2A,migraine,2026-04-09 21:32:48
SV2B,migraine,2026-04-09 21:32:48
SV2C,migraine,2026-04-09 21:32:48
SV2C-AS2,migraine,2026-04-09 21:32:48
SVIL,migraine,2026-04-09 21:32:48
SVIL2P,migraine,2026-04-09 21:32:48
SWAP70,migraine,2026-04-09 21:32:48
SYCE2,migraine,2026-04-09 21:32:48
SYK,migraine,2026-04-09 21:32:48
SYMPK,migraine,2026-04-09 21:32:48
SYN1,migraine,2026-04-09 21:32:48
SYN2,migraine,2026-04-09 21:32:48
SYN3,migraine,2026-04-09 21:32:48
SYNE1,migraine,2026-04-09 21:32:48
SYNJ1,migraine,2026-04-09 21:32:48
SYNTHASE,migraine,2026-04-09 21:32:48
SYPL1P1,migraine,2026-04-09 21:32:48
SYPL2,migraine,2026-04-09 21:32:48
SYRINGOMYELIA,migraine,2026-04-09 21:32:48
SYSTEMIC,migraine,2026-04-09 21:32:48
SYT1,migraine,2026-04-09 21:32:48
